,datetime,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,hr_sin,hr_cos,week_sin,week_cos,mnth_sin,mnth_cos,is_peak_hour,weather_hr,temp_hr,temp_hum
50,2011-01-10 09:00:00,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,94,0.7071067811865476,-0.7071067811865475,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,1,18,1.2600000000000002,0.07
51,2011-01-10 10:00:00,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,31,0.4999999999999999,-0.8660254037844387,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,20,1.4,0.07
52,2011-01-10 11:00:00,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,30,0.258819045102521,-0.9659258262890682,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,22,1.76,0.0752
53,2011-01-10 12:00:00,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,24,2.4000000000000004,0.08
54,2011-01-10 13:00:00,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,54,-0.2588190451025208,-0.9659258262890684,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,26,2.6,0.08
55,2011-01-10 14:00:00,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,28,2.8000000000000003,0.08
56,2011-01-10 15:00:00,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,45,-0.7071067811865471,-0.7071067811865479,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,30,3.0,0.08
57,2011-01-10 16:00:00,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,74,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,16,3.2,0.08
58,2011-01-10 17:00:00,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,178,-0.9659258262890684,-0.2588190451025206,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,1,17,3.4000000000000004,0.08
59,2011-01-10 18:00:00,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,155,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,1,18,3.6,0.08
60,2011-01-10 19:00:00,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,95,-0.9659258262890684,0.2588190451025203,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,1,19,3.04,0.0752
61,2011-01-10 20:00:00,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,74,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,20,3.2,0.08
62,2011-01-10 21:00:00,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,38,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,21,2.9400000000000004,0.0826
63,2011-01-10 22:00:00,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,24,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,22,3.08,0.0826
64,2011-01-10 23:00:00,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,18,-0.2588190451025215,0.965925826289068,0.7818314824680298,0.6234898018587336,0.4999999999999999,0.8660254037844387,0,23,3.22,0.0826
65,2011-01-11 00:00:00,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,12,0.0,1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,0,0.0,0.0826
66,2011-01-11 01:00:00,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,3,0.2588190451025207,0.9659258262890684,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,1,0.14,0.0826
67,2011-01-11 02:00:00,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,3,0.4999999999999999,0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,4,0.32,0.088
68,2011-01-11 05:00:00,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,6,0.9659258262890684,0.2588190451025207,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,10,0.8,0.088
69,2011-01-11 06:00:00,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,27,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,12,0.96,0.088
70,2011-01-11 07:00:00,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,99,0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,14,1.12,0.088
71,2011-01-11 08:00:00,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,217,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,16,1.44,0.0917999999999999
72,2011-01-11 09:00:00,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,130,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,18,1.62,0.0917999999999999
73,2011-01-11 10:00:00,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,54,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,20,2.0,0.102
74,2011-01-11 11:00:00,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,35,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,22,2.2,0.094
75,2011-01-11 12:00:00,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,57,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,24,2.4000000000000004,0.102
76,2011-01-11 13:00:00,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,52,-0.2588190451025208,-0.9659258262890684,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,26,2.6,0.118
77,2011-01-11 14:00:00,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,63,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,28,2.8000000000000003,0.118
78,2011-01-11 15:00:00,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,47,-0.7071067811865471,-0.7071067811865479,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,30,2.4,0.128
79,2011-01-11 16:00:00,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,76,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,32,2.56,0.1376
80,2011-01-11 17:00:00,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,136,-0.9659258262890684,-0.2588190451025206,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,34,2.72,0.1376
81,2011-01-11 18:00:00,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,95,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,54,2.88,0.1488
82,2011-01-11 19:00:00,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,51,-0.9659258262890684,0.2588190451025203,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,1,57,3.04,0.1488
83,2011-01-11 20:00:00,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,32,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,60,3.2,0.1488
84,2011-01-11 21:00:00,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,20,-0.7071067811865477,0.7071067811865474,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,63,3.36,0.1376
85,2011-01-11 22:00:00,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,29,-0.5000000000000004,0.8660254037844384,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,66,3.52,0.1488
86,2011-01-11 23:00:00,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,19,-0.2588190451025215,0.965925826289068,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0,69,3.68,0.1488
87,2011-01-12 00:00:00,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,7,0.0,1.0,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,0,0.0,0.1376
88,2011-01-12 01:00:00,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,6,0.2588190451025207,0.9659258262890684,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,2,0.16,0.1376
89,2011-01-12 02:00:00,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,1,0.4999999999999999,0.8660254037844387,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,2,0.28,0.1204
90,2011-01-12 05:00:00,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,5,0.9659258262890684,0.2588190451025207,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,5,0.7000000000000001,0.1204
91,2011-01-12 06:00:00,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,16,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,6,0.72,0.1116
92,2011-01-12 07:00:00,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,54,0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,1,7,0.98,0.0966
93,2011-01-12 08:00:00,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,128,0.8660254037844387,-0.4999999999999998,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,1,8,1.28,0.0944
94,2011-01-12 09:00:00,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,81,0.7071067811865476,-0.7071067811865475,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,1,9,1.44,0.0944
95,2011-01-12 10:00:00,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,39,0.4999999999999999,-0.8660254037844387,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,10,1.7999999999999998,0.099
96,2011-01-12 11:00:00,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,35,0.258819045102521,-0.9659258262890682,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,11,2.2,0.102
97,2011-01-12 12:00:00,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,55,1.2246467991473532e-16,-1.0,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,12,2.4000000000000004,0.094
98,2011-01-12 13:00:00,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,49,-0.2588190451025208,-0.9659258262890684,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,13,2.86,0.0968
99,2011-01-12 14:00:00,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,44,-0.4999999999999997,-0.8660254037844388,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,14,2.8000000000000003,0.094
100,2011-01-12 15:00:00,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,49,-0.7071067811865471,-0.7071067811865479,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,15,3.0,0.094
101,2011-01-12 16:00:00,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,68,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,16,3.52,0.0968
102,2011-01-12 17:00:00,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,139,-0.9659258262890684,-0.2588190451025206,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,1,17,3.4000000000000004,0.094
103,2011-01-12 18:00:00,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,137,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,1,18,3.6,0.094
104,2011-01-12 19:00:00,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,83,-0.9659258262890684,0.2588190451025203,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,1,19,3.42,0.0846
105,2011-01-12 20:00:00,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,56,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,20,3.2,0.08
106,2011-01-12 21:00:00,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,57,-0.7071067811865477,0.7071067811865474,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,21,3.36,0.088
107,2011-01-12 22:00:00,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,33,-0.5000000000000004,0.8660254037844384,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,22,3.52,0.088
108,2011-01-12 23:00:00,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,20,-0.2588190451025215,0.965925826289068,0.4338837391175582,-0.900968867902419,0.4999999999999999,0.8660254037844387,0,23,3.22,0.0826
109,2011-01-13 00:00:00,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,7,0.0,1.0,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,0,0.0,0.0826
110,2011-01-13 01:00:00,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,2,0.2588190451025207,0.9659258262890684,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,1,0.14,0.07
111,2011-01-13 02:00:00,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,2,0.4999999999999999,0.8660254037844387,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,2,0.28,0.07
112,2011-01-13 03:00:00,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,3,0.7071067811865476,0.7071067811865476,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,3,0.42,0.07
113,2011-01-13 04:00:00,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,4,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,4,0.56,0.07
114,2011-01-13 05:00:00,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,3,0.9659258262890684,0.2588190451025207,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,5,0.7000000000000001,0.07
115,2011-01-13 06:00:00,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,28,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,0,6,0.72,0.0648
116,2011-01-13 07:00:00,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,72,0.9659258262890684,-0.2588190451025206,-0.433883739117558,-0.9009688679024191,0.4999999999999999,0.8660254037844387,1,7,0.84,0.0648
